highlight,title,author,note,location
"One of the greatest barriers to quick decision-making is the ever-present feeling that we don’t have enough information to make the “right” decision. Colin Powell, former secretary of state, addresses this with his 40/70 rule.6 His rule is to never make a decision with less than 40 percent of the information you are likely to get, and to gather no more than 70 percent of the information available. According to Powell, anything less than 40 percent and you’re just guessing. Anything more than 70 percent and you’re stalling over making the","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",3985.0
"adaptable by any individuals hoping to keep their thinking fresh. The core notion is to separate thinking into six distinctly defined functions by progressively donning a series of metaphorical hats: You put on a white hat when you’re in information-gathering mode. At this point, your focus is on collecting details and getting all the facts you’ll need to address whatever issue you’re trying to address. To help you remember this, think of a white lab coat. You switch to a yellow hat to bring optimism to your thinking. Here, you’re trying to identify the positives in any problem","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",3841.0
Here’s a quick quiz you can take to give you a sense of what kind of learner you are (see eBook Supplemental Material for a downloadable PDF version):,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",3914.0
Dr. Edward de Bono devised the concept of the “six thinking hats”,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",3839.0
"“We can’t solve problems by using the same kind of thinking we used when we created them.” And this of course makes perfect sense. So often, we adopt a particular perspective at work, in our home","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",3829.0
"Identify the 10 major talking points from your presentation. These can be keywords or phrases or perhaps quotations that you want to incorporate. They should not, however, be multiple paragraphs long, as that will make this process cumbersome and your presentation feel stiff and overly rehearsed. The assumption here is that you know your topic well and that you have some facility with the material. This method is designed to help bring each","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",3463.0
KWIK START How would you rate your memory right now? What aspects would you like to improve? Take our memory assessment at www.LimitlessBook.com/resources to understand more.,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",3240.0
"T is for Think: Before you begin any session where you’re going to be taking notes, think about what you’re hoping to retain most from this session. This will help you filter the high-value information from the information that is less relevant to your goal. I is for Identify: Listen carefully to the information being presented and identify what is most important in the context of your goal. Remember that attempting to write down everything is going to make it impossible to process the information at the time and will probably make studying harder. Identify what you need the most and write that down. P is for Prioritize: As you review your notes after the presentation, prioritize the information that is most valuable to you, perhaps adding","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",3179.0
"students into deep concentration in the alpha brain wave state. Learning vocabulary, memorizing facts, or reading to this music is highly effective.”8 There’s no similar evidence that the results would be the same with, say, rap or K-pop, but because one’s reaction to music is such a personal thing, it’s possible that this music would work for you as well. But since streaming music is so ubiquitous, I’d recommend adding a baroque playlist as background to your study sessions. Amazon Music, Apple Music, and Spotify all have baroque playlists and, if you","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",3097.0
"Stage 3: Flow This is the stage that Kotler describes as “the superman experience.” This is that flow state that hopefully you’ve experienced at various points in your life, where you’re doing your absolute best work and it almost seems to be happening automatically. Stage 4: Consolidation","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",2695.0
"When the prisoner appeared, he was a man of powerful physique, carrying a boar on each arm. The King exclaimed, “What a gift this man has. A God-given talent.” The wise counselor replied, “My Lord, genius is made, not born. My skill is the result of discipline and practice. These talents have been learned and honed over time with determination and discipline.”","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",2432.0
"He believes that if you define yourself by one very specific passion and your life changes in a way that doesn’t allow you to pursue that passion any longer, you might feel lost. The key is finding the underlying meaning in your passions to find a new way of channeling your expression.","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1946.0
"my purpose and motivation (motive for taking action) was to compensate for my lack of talent with hard work, to prove to myself I was capable. But once I’d leveled up my learning, why did I continue to work so hard—despite being exhausted, sleep-deprived, and an extreme introvert—to make speech after speech, video after video, podcast after podcast? It’s the same thing that drove me as a child: I have clear and definite purpose.","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1871.0
"In a fixed mindset, students believe their basic abilities, their intelligence, their talents, are just fixed traits. They have a certain amount and that’s that, and then their goal becomes to look smart all the time and never look dumb. In a growth mindset, students understand that their talents and abilities can be developed through effort, good teaching and persistence. They don’t necessarily think everyone’s the same or anyone can be Einstein, but they believe everyone can get smarter if they work at it.1 Like Rae, most of us","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1537.0
"“When that tiger crosses your path, for example, you run. The rest of the world doesn’t matter. You are focused entirely on the tiger, the fear it creates, and how you can get away from it.”6 The point that Clear is making is that negative emotions drive us to narrow the range of what we are capable","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1468.0
"But if you can create a separate persona for your inner critic—one that is different from the true you—you’ll be considerably more successful at quieting it. This can be enormously helpful and you can have fun with it at the same time. Give your inner critic a preposterous name and outrageous physical attributes. Make it cartoonish and unworthy of even a B-grade movie. Mock it for its rigid dedication to negativity. Roll your eyes when it pops into your head. The better you become at distinguishing this voice from the real you, the better you’ll be at preventing limiting beliefs from getting in your","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1457.0
"I have one more tool for you to use here. I’ve spoken to many experts over the years, and the conversation often comes back to the same thing: as long as you believe that your inner critic is the voice of the true you, the wisest you, it’s always going to guide you. Many of us even use phrases like, “I know myself, and . . .” before announcing a limiting belief.","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1454.0
Tempo genius: Those whose genius expresses itself through their ability to see the big picture and stay the course. Nelson Mandela was a tempo genius because he was capable of seeing the wisdom of his vision even in the face of overwhelming odds. Mother Teresa’s tempo genius allowed her to imagine better circumstances for those around her even at the darkest times. Tempo geniuses tend to understand the long view in ways that most of those around them cannot. Steel genius: Those who are brilliant at sweating the small stuff and doing something with the details that others missed,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1368.0
"In their book Mequilibrium, authors Jan Bruce, Dr. Andrew Shatté, and Dr. Adam Perlman call these kinds of beliefs “iceberg beliefs” because of how many of them lie beneath the surface of our subconscious. “Iceberg beliefs are deeply rooted and powerful, and they fuel our emotions,” they say in the book. “The more entrenched an iceberg is, the more havoc it wreaks on your life. . . creating your schedule chaos,","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1329.0
"Remember this: If you fight for your limitations, you get to keep them. Your capabilities aren’t fixed, and it’s possible to learn anything.","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1027.0
"Juliet Funt is the CEO of the consulting firm WhiteSpace at Work. She describes whitespace as “the thinking time, the strategic pause that’s in between the busyness.”6 When she was on my podcast, Juliet called whitespace “the oxygen that allows everything else to catch fire.” What both Greenberg and Funt are identifying is the need for all of us to have more time when our","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",2884.0
"Ph.D., author of The Stress-Proof Brain. “Anxiety can also lead to overthinking, which makes you more anxious, which leads to more overthinking, and so on. How can you get out of this","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",2881.0
"former monk Dandapani told me during one of my podcasts. “If you can’t concentrate, you can’t manifest.”1 What Dandapani","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",2836.0
"Others might include Stephen Hawking, Neil DeGrasse Tyson, Marie Curie, or Ruth Bader Ginsburg. These names pop into many people’s heads because each of them was extraordinary in the kinds of intelligence we tend to equate with genius. But was Roger Federer on your list? How about J. Lo? Or Oprah? Or Gandhi? Or you? It wouldn’t be surprising if you didn’t","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1351.0
"Why is your morning routine so important? I strongly believe that if you jump-start your day by jump-starting your brain with a series of simple activities, you have a huge advantage. In addition, if you set up winning routines early in the day, you can benefit from what Tony Robbins calls “the science of momentum”: the notion that once you set accomplishment in motion, you can keep it in motion with much less effort than if you were trying to accomplish something from a standing start. I have a carefully developed morning routine to help me win the day that involves priming my mind. I don’t do every single one of these things every day, especially when I’m traveling, but I always do most of them, and I know for certain that it gets me mentally prepared and poised for performance, productivity, and positivity from the minute I get up. Let me","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",2581.0
"This, of course, is essential to how we conduct our lives. Could you imagine how overwhelming it would be if you had to think about every single thing you did? If even brushing your teeth required some conscious level of calculation, you’d be exhausted by 10 in the morning. “Without habit loops, our brains would shut down, overwhelmed by the minutiae of daily life,” writes Charles Duhigg in his best-selling book, The Power of Habit. “People whose basal ganglia are damaged by injury or disease often become mentally paralyzed. They have trouble performing basic activities, such as opening a door or deciding what to eat. They lose the ability to ignore insignificant details—one study, for example, found that patients with basal ganglia injuries couldn’t recognize facial expressions, including fear and disgust, because they were perpetually","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",2459.0
"But a wise counsellor said to the King, “My Lord, genius is made, not born. This magician’s skill is the result of discipline and practice. These talents have been learned and honed over time with determination and discipline.” The King was troubled by this message. The counsellor’s challenge had spoiled his pleasure in the magician’s arts. “Limited and spiteful man. How dare you criticize a true genius. As I said, you either have it or you don’t. And you most certainly","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",2422.0
"“Feeling guilty when you’re away from work, when you aren’t in a position to do anything about it, is not helpful, and can be painful,” writes Dr. Art Markman, a professor of psychology and marketing at University of Texas, Austin. “It will make you feel worse about your job in general and spoil time that you could be spending with friends, family, or engaging","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",2403.0
"it is the very health and function of the mind and the body that’s at stake, which is why understanding these very basic housekeeping functions of the brain today may be critical for preventing and treating diseases of the mind tomorrow.”13 So, if you’re one of the many people who have convinced themselves that there’s a level of nobility in getting by with minimal sleep, it’s time to revise your thinking. There’s simply too much to gain from a good night’s sleep (including what you can learn from your dreams).","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",2311.0
"to the previous chapter’s list of the seven lies that hold you back, perhaps the eighth lie is that you have motivation —that you wake up and feel motivated every day. The reality is that you do motivation. Ultimately, motivation is a set of habits and routines, guided by your values and your identity, that you carry out every","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",2052.0
"Pain can be your teacher, if you use it and not let it use you. Use pain to drive you to make things happen. If you are honest, you may write something like: “I will have to settle for a job I hate, make very little money, have no free time for myself or anyone else, and I will have to put up with it for the rest of my life, bored and frustrated.”","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",2028.0
"I’m clear about my purpose and motivation in spending time writing this book. I’d love for you to join me in celebrating JOMO—the joy of missing out. Most of us feel tired and fatigued these days. I believe that’s because we feel like we need to say “yes” to every opportunity, invite, or request that comes our way. While it’s great to be open-minded and consider options, when you say yes to something, you need to be careful that you’re not inadvertently saying no to yourself and your own needs.","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",2016.0
How many of us would look at a young child with a propensity for fighting and poor grades and predict that he would become a master teacher and philosopher?,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1802.0
"In The Talent Code, author Daniel Coyle delves into whether talent is innate or whether it can be developed. He argues “greatness isn’t born, it’s grown.” Through deep practice, ignition, and master coaching, anyone can develop a talent so","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1791.0
"The purpose of my life had always been to free people from concern. . . . How will you serve the world? What do they need that your talent can provide? That’s all you have to figure out. . . . The effect you have on others is the most valuable currency there is. Everything you gain in life will rot and fall apart, and all that will be left of you is what was in your heart.26","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1724.0
"It’s easy to talk about what we learn, but I want to challenge you not to talk about it, but to show what you learned. It’s better well done than well said. Don’t promise, prove. Your results will speak for themselves. New belief: Knowledge ×","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1671.0
New belief: There is no such thing as failure. Only failure to learn. LIE NO.,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1653.0
"contributions to his field. He is famously quoted as having said, “A person who never made a mistake never tried anything new.”","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1634.0
"Others might include Stephen Hawking, Bill Gates, Marie Curie, or Ruth Bader Ginsburg. These names pop into many people’s heads because each of them was extraordinary in the kinds of intelligence we tend to equate with genius. But was LeBron James on your list? How about Beyoncé? Or Oprah? Or you? It wouldn’t be surprising if you didn’t","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1349.0
"She started wondering what they were doing differently to find success and happiness. She wanted to know if it was sheer luck and genius, or if there was a method behind it. In her quest to","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1313.0
"One of the most pernicious things about limiting beliefs is that they play so heavily on our emotions. When you come up against a limiting belief, you’re likely to find those beliefs warring—and usually winning—against your rational self. But how much of this self-talk has a basis in reality? Think about your experiences speaking in public (an extraordinarily common fear, by the way). Rather than focusing","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1428.0
"going to learn about the seven lies we’ve been taught about our potential and how to replace them with new beliefs. I use the term LIE intentionally. In this case, LIE is an acronym for Limited Idea Entertained. If you are like the vast majority of people out there, you are entertaining ideas about yourself that define you as something less than what you truly","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1194.0
"To start you off, here are the three dominant questions to ask on our journey together. They will help you to take action on what you learn and turn the knowledge into power. How can I use this? Why must I use this? When will I use this?","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1162.0
"Will and I discovered a few of his dominant questions, one of which is “How do I make this moment even more magical?” While we were waiting for Will’s next scene to shoot, his family and friends","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1152.0
"Why am I not smart enough? Why am I not good enough? Why can’t I lose weight? Why can’t I find the person I’m meant to be with? We ask such negative questions, and then those questions give us evidence—or pugs—as answers. The human mind is always generalizing in order to make sense of the world. Here, there, and everywhere, we can find evidence to confirm our beliefs.","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1126.0
"So, I want you to resolve and commit. Most people are sincerely interested in doing something that they know they should do. But they don’t do it, because they consider it a preference not a promise. There’s tremendous power in making a real resolution. I want you to write down your commitment to complete this book. When we write something down, we’re more likely to do what we promise. Below, I’ve included a commitment page for you. See eBook Supplemental Resources for a PDF download. If you want extra points, take a photo of your signed promise, then post it on social media. This public resolution will help you stay accountable. Tag me @JimKwik #LimitlessBook so we can cheer you on!","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",1083.0
"I suggest you use the Pomodoro technique, a productivity method developed by Francesco Cirillo based on the idea that the optimal time for a task is 25 minutes, followed by a 5-minute break.2 Each 25-minute chunk is called a “Pomodoro.” As you read this book, I suggest that you read for one Pomodoro and then take a 5-minute brain break before continuing. When it comes to learning,","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",980.0
"education, Creative Schools, Sir Ken Robinson says, “One of my deepest","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",913.0
themselves. Greenfield analyzed another study that showed that college students who watched a news program without the crawl at the bottom of the screen remembered significantly more of what the anchors were discussing. Playwright Richard Foreman,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",732.0
"Simon refers to our “worthy rivals,” those who help point out the personal weaknesses we need to address. That is where your opportunity","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",763.0
"The Organized Mind: Thinking Straight in the Age of Information Overload. “And the kind of rapid, continual shifting we do with multitasking causes the brain to burn through fuel so quickly that we feel exhausted and disoriented after even a short time. We’ve literally depleted the nutrients in our brain. This leads to compromises in both cognitive and physical performance.”6 From app notifications to message alerts,","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",667.0
"Doesn’t that make you wonder what happens if you don’t have downtime? There is a growing body of evidence that suggests that if we never let our mind wander or be bored for a moment, we pay a price—poor memory, mental fog, and fatigue.","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",626.0
"horsemen” of our age: digital deluge, digital distraction, digital dementia, and digital deduction. It’s important to note that overload, distraction, forgetfulness, and default thinking","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",609.0
"academic, health, career, relationships, or personal growth. Since I never truly got to study at the X-Men school, I created it for you in our online Kwik Learning Academy, where","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",583.0
"There is a limit that must be released and replaced in one of three areas: A limit in your Mindset—you entertain a low belief in yourself, your capabilities, what you deserve, or what is possible. A limit in your Motivation—you lack the drive, purpose, or energy to take action. A limit in your Methods—you were taught and are acting on a process that is not effective to create the results you desire. This applies to","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",557.0
"moment for me. What’s one of your dreams? One that is ever present, like a splinter in your brain? Imagine it in vivid detail. Visualize it. Feel it. Believe it. And work daily for it. Amazingly, that’s not the best part","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",528.0
"deep and study back in grade school. The quote next to his image said, “No problem can be solved from the same level of consciousness that created it.” That’s when it dawned on me: Maybe I was asking the wrong question. I started to wonder, what was my real problem? I knew I was a slow learner, but I had been thinking the same way about","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",466.0
"Often when you put a label on someone or something, you create a limit—the label becomes the limitation. Adults have to be very careful with their external words because these quickly become a child’s internal words. That’s what happened with me in that moment. Whenever I struggled to learn, did badly on a quiz, wasn’t picked for a team in gym class, or fell behind my other classmates, I would tell myself it was because my brain was broken.","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",383.0
"The second secret to a limitless life is your motivation. Jim outlines three key elements to motivation. First, your purpose. The reason why matters. I want to age well and am committed to lifting weights and getting stronger even though it is not my favorite thing to do. The purpose supersedes the discomfort.","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",254.0
"If our mindset is not aligned with our desires or goals, we will never achieve them. It’s critical to identify your limiting beliefs, stories, and deeply held beliefs, attitudes, and assumptions about yourself and what’s possible. Examining, excavating, and expunging those beliefs is the first step to having a limitless mindset. I was told I could do anything by my","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"uploaded,uploaded",249.0
people don't know that you're limited because you live good with that crutch,Quotes,les brown,"uploaded,uploaded,uploaded",1.0
holy grail is seeking,Quotes,joseph campbell,"uploaded,uploaded,uploaded",1.0
"Eastern ego is dreamlike, atman heightened east vs west",Quotes,joseph campbell,"uploaded,uploaded,uploaded",1.0
Be proficient with tools,Quotes,five rings,"uploaded,uploaded,uploaded",1.0
"stickiness is firm, entanglement is weak",Quotes,five rings,"uploaded,uploaded,uploaded",1.0
If you do something do it all of the way,Quotes,me,"uploaded,uploaded,uploaded",1.0
If youdo a cheat rep i'm doing another and that will only hurt you. But won't I deel the pain? YEs but I love pain washing over me because I know that it kills YOU,Quotes,me,"uploaded,uploaded,uploaded",1.0
I am afraid of opinions around selling,Quotes,me,"uploaded,uploaded,uploaded",1.0
need to start business asap,Quotes,me,"uploaded,uploaded,uploaded",1.0
don't need to be sold on a book i've already bought,Quotes,me,"uploaded,uploaded,uploaded",1.0
"that want to embrace neurodiverse inclusion should look at a type of neurodiversity known as nonverbal learning disability (NVLD), because including people with NVLD can help a company's bottom line.",Embrace Neurodiversity In The Workplace To Meet Your Business Needs,Forbes Editors' Picks,"uploaded,uploaded",0.0
"Students often display the fundamental attribution error, when they overestimate internal causes for their teachers’ expression of anger. Essentially, this means that students assume that the main reason why their teachers are angry is that they’re angry people, rather than that their environment has caused the teachers to become angry. ",The Fundamental Attribution Error: When People Underestimate Situational Factors,effectiviology.com,"uploaded,uploaded",2.0
"People watching TV shows often display the fundamental attribution error, when they attribute the behavior of actors on the show to their personality, rather than to the script. Essentially, this means that people sometimes assume that an actor’s behavior while in-character reflects their true personality, rather than what is dictated for them by the script. Furthermore, this effect has been shown to remain consistent even when the person who displays the fundamental attribution error watches the same actor playing two different roles; in such cases, the last scene that people view is generally the one that determines their evaluation of the actor.",The Fundamental Attribution Error: When People Underestimate Situational Factors,effectiviology.com,"uploaded,uploaded",1.0
"The fundamental attribution error is a cognitive bias that causes people to underestimate the influence of environment-based situational factors on people’s behavior, and to overestimate the influence of personality-based dispositional factors.",The Fundamental Attribution Error: When People Underestimate Situational Factors,effectiviology.com,"uploaded,uploaded",0.0
"rather a short dirk,t discolored to the hilt with blood. He looked upon it for a moment, thrusting forth his under jaw, tried the point upon his hand, and then hastily concealing it in the bosom of his jacket, trundled back again into his old place against the bulwark.",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",1669.0
"grain of derision, a shadow of treachery, in his expression as he craftily watched, and watched, and watched me at my work.",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",1646.0
"""Fifteen men on the dead man's chest-Yo-ho-ho, and a bottle of rum! Drink and the devil had done for the rest-Yo-ho-ho, and a bottle of rum!""I was just thinking how busy",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",1510.0
"""This is a handy cove,"" said he, at length; ""and a pleasant sittyated grog'-shop. Much company, mate?""My father told him no, very little company, the more was the",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",65.0
"The pointlessness of greed and materialistic longing. The only motivation for every character in the book to seek the treasure is greed. While Livesey, Trelawney, etc., may be more honorable in their actions, their motivation is exactly the same as the pirates'. Yet this desire for riches does not seem to lead to anyone's complete fulfillment. The mutinied pirates are left on the island. Ben, who first ""owned"" the treasure, is a madman. Even Jim, the undoubted hero of the story, finishes his tale talking about his nightmares, not his wealth and satisfaction.",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",41.0
"Stevenson's dissatisfaction with his father's uninspired aspirations was a sign of his disillusionment with the ideals of Victorian society. While the entire nation seemed to consider hard work its highest virtue, the young Stevenson dreamed of escape from engineering and law, from Scotland, and from Victorian responsibility in general. Such a desire to escape is evident in works like Treasure Island.This desire for escape found expression in Stevenson's life as well. In 1876, on one of his visits to France, Stevenson met an American woman named Fanny Van de Grift Osbourne. She was more than ten years older than Stevenson, married, and had two small children. Stevenson fell deeply in love with Osbourne and followed her to California where she divorced her husband, freeing herself to marry Stevenson.",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",25.0
"Indeed, could anyone be more entirely lost than I? When the gun fired, how should I dare to go down to the boats among those fiends, still smoking from their crime? Would not the first of them who saw me wring my neck like a snipe's? Would not my absence itself be an evidence to them of my alarm, and therefore of my fatal knowledge? It was all over, I thought. Good-by to the Hispaniola; good-by to the squire, the doctor, and the captain! There was nothing left for me but death by starvation, or death by the hands of the mutineers.All this while, as I say,",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",966.0
"Now, Hawkins, youdo me justice with the cap'n. You're a lad, you are, but you're as smart as paint.t I see that when you first came in. Now, here it is: What could I do, with this old timber I hobble on? When I was an A Bt master mariner I'd have come up alongside of him, hand over hand, and broached him to in a brace of old shakes,t I would; and now-""",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",576.0
"It was on seeing that boy that I understood, for the first time, my situation. I had thought up to that moment of the adventures before me, not at all of the home that I was leaving; and now at sight of this clumsy stranger, who was to stay here in my place beside my mother, I had my first attack of tears. I am afraid I led that boy a dog's life; for as he was new to the work, I had a hundred opportunities of setting him right and putting him down, and I was not slow to profit by them.",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",516.0
"I declare we could fight a frigate.""Long John even got rid of two out of the six or seven I had already engaged. He showed me in a moment that they were just the sort of freshwater swabs we had to fear in an adventure of importance.""I am in the most",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",500.0
"How I cursed the cowardice of the neighbors! how I blamed my poor mother for her honesty and her greed; for her past foolhardiness and present weakness! We were just at the little bridge, by good fortune, and I helped her, tottering as she was, to the edge of the bank, where, sure enough, she gave a sigh and fell on my",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",341.0
"funeral, and all the work of the inn to be carried on in the meanwhile, kept me so busy that I had scarcely time to think of the captain, far less to be afraid of him.He got down-stairs next morning, to be sure, and had his meals as usual, though he ate little, and",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",236.0
"not sailorly, and yet he had a smack of the seat about him",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",139.0
"""I'm a plain man; rum and bacon and eggs is what I want, and that head up there for to watch ships",Treasure Island: Literary Touchstone Edition,Robert Louis Stevenson,"uploaded,uploaded",67.0
"A priori justification is a type of epistemic justification that is, in some sense, independent of experience",A Priori Justification and Knowledge,plato.stanford.edu,"uploaded,uploaded",0.0
